,Unnamed: 0,Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",affiliation,lab_size,Highest_degree,Degree_area,Publication Rate,Other Journals Published In,duration of Career(Years),DOI,Title,Creator/Author,Journal Name,Sponsoring Org.,NAME,ADDRESS,STATE,COUNTRY,COUNTY,SOURCE,WEBSITE,UNI_RANKS,UNI_NAMES,UNI_AREAS
101,101.0,"Ying-Yi Chen, Fon-Chang Liu, Pei-Yu Chou, Yi-Chung Chien, Wun-Shaing Wayne Chang, Guang-Jhong Huang, Chieh-Hsi Wu, and Ming-Jyh Sheu","Ethanol Extracts of Fruiting Bodies of Antrodia cinnamomea Suppress CL1-5 Human Lung Adenocarcinoma Cells Migration by Inhibiting Matrix Metalloproteinase-2/9 through ERK, JNK, p38 and PI3K/Akt Signaling Pathways","Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 378415",10.1155/2012/378415,2012.0,,,1.0,,,Duplicated 0h microscopy images,1,12/2/2012,,1.0,,1.0,"School of Pharmacy, China Medical University, 91 Hsueh-Shih Road, Taichung 404, Taiwan.",17.0,Phd,,5.727272727,63.0,11.0,https://doi.org/10.1371/journal.pgen.1008987,The roles of replication-transcription conflict in mutagenesis and evolution of genome organization,"Schroeder, Jeremy W.; Sankar, T. Sabari; Wang, Jue D.; Simmons, Lyle A.",PLOS Genetics,National Science Foundation,RANDOLPH TECHNICAL CENTER,200 KENNEDY DRIVE,WV,USA,RANDOLPH,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=486406,rtc.rand.k12.wv.us/,100,"University of California, Davis",North America
102,102.0,"Chih-Yu Peng, Hui-Wen Yang, Yin-Hung Chu, Yu-Chao Chang, Ming-Ju Hsieh, Ming-Yung Chou, Kun-Tu Yeh, Yueh-Min Lin, Shun-Fa Yang, and Chiao-Wen Lin",Caffeic Acid Phenethyl Ester Inhibits Oral Cancer Cell Metastasis by Regulating Matrix Metalloproteinase-2 and the Mitogen-Activated Protein Kinase Pathway,"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 732578",10.1155/2012/732578,2012.0,,,1.0,,,Duplicated microscopy panels,1,1/6/2016,,1.0,,1.0,"School of Dentistry, Chung Shan Medical University, Taichung 40201, Taiwan; Department of Dentistry, Chung Shan Medical University Hospital, Taichung 40201, Taiwan.",21.0,,,8.5,34.0,4.0,https://doi.org/10.1371/journal.pcbi.1007815,A disordered encounter complex is central to the yeast Abp1p SH3 domain binding pathway,"Gerlach, Gabriella J.; Carrock, Rachel; Stix, Robyn; Stollar, Elliott J.; Ball, K. Aurelia",PLOS Computational Biology,National Science Foundation,LOS ANGELES PACIFIC UNIVERSITY,"300 N LONE HILL AVENUE, #200",CA,USA,LOS ANGELES,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=474863,https://www.lapu.edu,100,Washington University in St. Louis,North America
103,103.0,"Chiung-Chyi Shen, Yi-Chin Yang, Ming-Tsang Chiao, Shiuh-Chuan Chan, and Bai-Shuan Liu",Low-Level Laser Stimulation on Adipose-Tissue-Derived Stem Cell Treatments for Focal Cerebral Ischemia in Rats,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 594906",10.1155/2013/594906,2013.0,,,,1.0,,shifted GAPDH panels,1,12/10/2015,,1.0,,1.0,"Department of Neurosurgery, Taichung Veterans General Hospital, Taichung 40705, Taiwan ; Department of Physical Therapy, Hung Kuang University, Taichung 43302, Taiwan ; Department of Medicine, National Defense Medical Center, Taipei 114, Taiwan ; Tri-Service General Hospital, National Defense Medical Center, Taipei 114, Taiwan.",11.0,,,12.42857143,87.0,7.0,https://doi.org/10.1371/journal.pcbi.1008241,Models of SIV rebound after treatment interruption that involve multiple reactivation events,"van Dorp, Christiaan H.; Conway, Jessica M.; Barouch, Dan H.; Whitney, James B.; Perelson, Alan S.",PLOS Computational Biology,National Science Foundation,RICHPORT TECHNICAL COLLEGE,CARRETA 189 KM 6.0 RINCON INDUSTRIAL PARK,PR,PRI,GURABO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=242413,www.rcihporttc.com,104,KTH Royal Institute of Technology,Europe
104,104.0,"Li Li, Ji-kun Du, Li-yi Zou, Tie Wu, Yong-woo Lee, and Yong-ho Kim",Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 467245",10.1155/2013/467245,2013.0,,1.0,,1.0,,Multiple cases of shifted or rotated blot panels,1,9/3/2014,,1.0,,1.0,None,3.0,PhD,,100.0,300.0,3.0,https://doi.org/10.1371/journal.pcbi.1007966,Effect of magnitude and variability of energy of activation in multisite ultrasensitive biochemical processes,"Lagunes, Leonila; Bardwell, Lee; Enciso, German A.",PLOS Computational Biology,National Science Foundation,OTTAWA UNIVERSITY-SURPRISE,15950 N. CIVIC CENTER PLAZA,AZ,USA,MARICOPA,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=464226,www.ottawa.edu/ouaz/home/,104,"Trinity College Dublin, The University of Dublin",Europe
105,105.0,"Nabilatul Hani Mohd-Radzman, Wan Iryani Wan Ismail, Siti Safura Jaapar, Zainah Adam, and Aishah Adam",Stevioside from Stevia rebaudiana Bertoni Increases Insulin Sensitivity in 3T3-L1 Adipocytes,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 938081",10.1155/2013/938081,2013.0,,,,,1,Same band seen twice in one blot strip,1,6/21/2016,,1.0,,1.0,"Faculty of Pharmacy, Universiti Teknologi MARA, Puncak Alam Campus, 42300 Bandar Puncak Alam, Selangor, Malaysia.",11.0,,,1.0,3.0,3.0,https://doi.org/10.1371/journal.pone.0235928,Life under quartz: Hypolithic mosses in the Mojave Desert,"Ekwealor, Jenna T.; Fisher, Kirsten M.",PLOS ONE,National Science Foundation,BLUSH SCHOOL OF MAKEUP,"ONE EMBARCADERO CENTER, STE R-1206",CA,USA,SAN FRANCISCO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491482,https://blushschoolofmakeup.edu,106,The Hong Kong Polytechnic University,Asia
106,106.0,"Zhiqiang Wang, Baofang Jin, Xindong Zhang, Yugui Cui, Dalin Sun, and Chao Gao",Yangjing Capsule Extract Promotes Proliferation of GC-1 Spg Cells,"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 640857",10.1155/2014/640857,2014.0,,,,,1,Possibly manipulated FACS images,1,11/9/2015,,1.0,,1.0,"Andrology Department of Integrative Medicine, Zhongda Hospital, School of Medicine, Southeast University.",15.0,,,60.0,300.0,5.0,https://doi.org/10.1371/journal.pcbi.1008065,Inferring the ancestry of parents and grandparents from genetic data,"Pei, Jingwen; Zhang, Yiming; Nielsen, Rasmus; Wu, Yufeng; Kosakovsky Pond, Sergei L.",PLOS Computational Biology,National Science Foundation,GWINNETT COLLEGE-MARIETTA CAMPUS,"1130 NORTHCHASE PKWY, STE 100",GA,USA,COBB,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=444714,www.gwinnettcollege.edu,107,Yonsei University,Asia
107,107.0,"Ya-min Zhang, Hong Xu, Hua Sun, Su-hui Chen, and Fu-ming Wang",Electroacupuncture Treatment Improves Neurological Function Associated with Regulation of Tight Junction Proteins in Rats with Cerebral Ischemia Reperfusion Injury,"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 989340",10.1155/2014/989340,2014.0,,,,1.0,,overlapping microscopy images,1,11/11/2015,,1.0,,1.0,"Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China.",11.0,,,6.5,39.0,6.0,https://doi.org/10.1371/journal.pone.0238066,Urinary markers of oxidative stress respond to infection and late-life in wild chimpanzees,"González, Nicole Thompson; Otali, Emily; Machanda, Zarin; Muller, Martin N.; Wrangham, Richard; Thompson, Melissa Emery",PLOS ONE,National Science Foundation,CAMBRIDGE INSTITUTE OF ALLIED HEALTH & TECHNOLOGY,"460 E. ALTAMONTE DRIVE, 3RD FLOOR",FL,USA,SEMINOLE,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=446109,www.cambridgehealth.edu/,108,University of Geneva,Europe
108,108.0,"Lilian Amrein, May Shawi, Jeremy Grenier, Raquel Aloyz, and Lawrence Panasci",The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leukemia cells in vitro,"Int. J. Cancer: 133, 247Ä252 (2013)",10.1002/ijc.27989,2013.0,,,1.0,,,Duplicated control blot panel,1,8/7/2015,,1.0,,1.0,"Department of Oncology, Faculty of Medicine, McGill University, Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital, Montreal, Quebec, Canada.",11.0,PhD,,1.333333333,20.0,15.0,https://doi.org/10.1371/journal.pcbi.1009449,Estimating repeat spectra and genome length from low-coverage genome skims with RESPECT,"Sarmashghi, Shahab; Balaban, Metin; Rachtman, Eleonora; Touri, Behrouz; Mirarab, Siavash; Bafna, Vineet",PLOS Computational Biology,National Science Foundation,CARSTEN INSTITUTE OF COSMETOLOGY,290 MADISON AVENUE 5TH FLOOR,NY,USA,NEW YORK,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=447430,carsten.edu,109,University of Alberta,North America
109,109.0,"Gong Yang, Imelda Mercado-Uribe, Asha S. Multani, Subrata Sen, Ie-Ming Shih, Kwong-Kwok Wong, David M. Gershenson, and Jinsong Liu",RAS promotes tumorigenesis through genomic instability induced by imbalanced expression of Aurora-A and BRCA2 in midbody during cytokinesis,"Int. J. Cancer: 133, 275Ä286 (2013)",10.1002/ijc.28032,2013.0,,,,1.0,,Overlapping microscopy images,1,7/1/2015,,1.0,,1.0,"Cancer Research Laboratory, Fudan University Shanghai Cancer Center, Shanghai, China. yanggong@fudan.edu.cn",17.0,,,42.85714286,300.0,7.0,https://doi.org/10.1371/journal.pntd.0008365,Biodistribution of degradable polyanhydride particles in Aedes aegypti tissues,"Norris, Edmund J.; Mullis, Adam S.; Phanse, Yashdeep; Narasimhan, Balaji; Coats, Joel R.; Bartholomay, Lyric C.",PLOS Neglected Tropical Diseases,National Science Foundation,THE COLLEGE OF HEALTH CARE PROFESSIONS-SOUTHWEST HOUSTON,7322 SOUTHWEST FREEWAY SUITE 100,TX,USA,HARRIS,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=447591,www.chcp.edu,110,University of Helsinki,Europe
110,110.0,"Sujit K. Bhutia, Swadesh K. Das, Belal Azab, Mitchell E. Menezes, Paul Dent, Xiang-Yang Wang, Devanand Sarkar, and Paul B. Fisher",Targeting breast cancer-initiating/stem cells with melanoma differentiation-associated gene-7/interleukin-24,"Int. J. Cancer: 133, 2726Ä2736 (2013)",10.1002/ijc.28289,2013.0,,,,1.0,,Overlapping microscopy images,1,4/15/2016,,1.0,,1.0,"Department of Human and Molecular Genetics, Virginia Commonwealth University School of Medicine, Richmond, VA.",17.0,,,26.0,130.0,5.0,https://doi.org/10.1371/journal.pcbi.1008269,Genetic grouping of SARS-CoV-2 coronavirus sequences using informative subtype markers for pandemic spread visualization,"Zhao, Zhengqiao; Sokhansanj, Bahrad A.; Malhotra, Charvi; Zheng, Kitty; Rosen, Gail L.",PLOS Computational Biology,National Science Foundation,PALLADIUM TECHNICAL ACADEMY INC,10229 LOWER AZUSA RD.,CA,USA,LOS ANGELES,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=447722,palladium.edu,111,Nagoya University,Asia
111,111.0,"Upal K. Basu Roy, Rebecca S. Henkhaus, Fotios Loupakis, Chiara Cremolini, Eugene W. Gerner, and Natalia A. Ignatenko",Caveolin-1 is a novel regulator of K-RAS-dependent migration in colon carcinogenesis,"Int. J. Cancer: 133, 43Ä58 (2013)",10.1002/ijc.28001,2013.0,,,,1.0,,"Reused blot, shifted, other protein",1,8/7/2015,,1.0,,1.0,"Department of Biochemistry and Molecular Biophysics, Biochemistry and Molecular and Cellular Biology Graduate Program, University of Arizona, Tucson, AZ, USA.",13.0,,,0.4,6.0,15.0,https://doi.org/10.1371/journal.pcbi.1008156,Modeling microbial metabolic trade-offs in a chemostat,"Li, Zhiyuan; Liu, Bo; Li, Sophia Hsin-Jung; King, Christopher G.; Gitai, Zemer; Wingreen, Ned S.",PLOS Computational Biology,National Science Foundation,ICOHS COLLEGE,1770 4TH AVENUE,CA,USA,SAN DIEGO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491659,https://icohs.edu,112,Technical University of Denmark,Europe
112,112.0,"Teresa Lorenzi, Maria Lorenzi, Emma Altobelli, Daniela Marzioni, Emanuela Mensa__, Alexia Quaranta, Francesca Paolinelli, Manrico Morroni, Roberta Mazzucchelli, Antonio De Luca, Antonio Domenico Procopio, Alfonso Baldi, Giovanni Muzzonigro, Rodolfo Montironi, and Mario Castellucci",HtrA1 in human urothelial bladder cancer: A secreted protein and a potential novel biomarker,"Int. J. Cancer: 133, 2650Ä2661 (2013)",10.1002/ijc.28280,2013.0,,,,,1,"Reused lanes, possibly duplicated lanes",1,8/7/2015,,1.0,,1.0,"Department of Experimental and Clinical Medicine, Università Politecnica delle Marche, Via Tronto 10/a, Ancona, 60020, Italy.",31.0,PhD,,2.0,26.0,13.0,https://doi.org/10.1371/journal.pgen.1009792,Conditional knockdown of transformer in sheep blow fly suggests a role in repression of dosage compensation and potential for population suppression,"Williamson, Megan E.; Yan, Ying; Scott, Maxwell J.",PLOS Genetics,National Science Foundation,UNION BIBLE COLLEGE,434 S. UNION STREET,IN,USA,HAMILTON,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491525,https://ubca.org,113,Universidad Nacional Autónoma de México,(UNAM)
113,113.0,"Jing Huang, Xianghua Ye, Jian Guan, Bin Chen, Qisheng Li, Xiaokang Zheng, Laiyu Liu, Shuang Wang, Yanqing Ding, Yi Ding, and Longhua Chen",Tiam1 is associated with hepatocellular carcinoma metastasis,"Int. J. Cancer: 132, 90Ä100 (2013)",10.1002/ijc.27627,2013.0,,,,1.0,,Overlapping microscopy images; multiple cases,1,8/7/2015,,1.0,,1.0,"Department of Radiation Oncology, Nanfang Hospital, Southern Medical University, Guangzhou, Guangdong Province, People's Republic of China.",23.0,,,33.33333333,300.0,9.0,https://doi.org/10.1371/journal.pone.0252080,On the general relationship between plant height and aboveground biomass of vegetation stands in contrasted ecosystems,"Proulx, Raphaël",PLOS ONE,National Science Foundation,CALIFORNIA INSTITUTE OF MEDICAL SCIENCE,1175 SHAW AVENUE # 103,CA,USA,FRESNO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491507,cims.edu,114,The University of Adelaide,Oceania
114,114.0,"Emanuela Rosati, Rita Sabatini, Filomena De Falco, Beatrice Del Papa, Franca Falzetti, Mauro Di Ianni, Laura Cavalli, Katia Fettucciari, Andrea Bartoli, Isabella Screpanti, and Pierfrancesco Marconi","c-Secretase inhibitor I induces apoptosis in chronic lymphocytic leukemia cells by proteasome inhibition, endoplasmic reticulum stress increase and Notch down-regulation","Int. J. Cancer: 132, 1940Ä1953 (2013)",10.1002/ijc.27863,2013.0,,,,1.0,,"Duplicated FACS panels, but different gating numbers",1,8/7/2015,,1.0,,1.0,"Department of Clinical and Experimental Medicine, General Pathology and Immunology Section, University of Perugia, Perugia, Italy. erosati@unipg.it",23.0,,,1.705882353,29.0,17.0,https://doi.org/10.1371/journal.pone.0235180,"The balancing act of Nipponites mirabilis (Nostoceratidae, Ammonoidea): Managing hydrostatics throughout a complex ontogeny","Peterman, David J.; Mikami, Tomoyuki; Inoue, Shinya",PLOS ONE,National Science Foundation,PETS PLAYGROUND GROOMING SCHOOL,1294 N. FEDERAL HIGHWAY,FL,USA,BROWARD,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491534,www.petsplayground.careers,115,University of Southern California,North America
115,115.0,"Gayathri Chadalapaka, Indira Jutooru, Sandeep Sreevalsan, Satya Pathi, Kyounghyun Kim, Candy Chen, Lisa Crose, Corinne Linardic, and Stephen Safe",Inhibition of rhabdomyosarcoma cell and tumor growth by targeting specificity protein (Sp) transcription factors,"Int. J. Cancer: 132, 795Ä806 (2013)",10.1002/ijc.27730,2013.0,,,1.0,,,Duplicated microscopy images,1,7/1/2015,,1.0,,1.0,"Department of Veterinary Physiology and Pharmacology, Texas A&M University, College Station, TX 77843-4466, USA.",19.0,PhD,,3.285714286,23.0,7.0,https://doi.org/10.1371/journal.pone.0235817,Are long-term growth responses to elevated pCO2 sex-specific in fish?,"Murray, Christopher S.; Baumann, Hannes",PLOS ONE,National Science Foundation,SAN BERNARDINO BEAUTY COLLEGE,600 NORTH SIERRA WAY,CA,USA,SAN BERNARDINO,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491543,barber-beautycollege.com/,116,"KIT, Karlsruhe Institute of Technology",Europe
116,116.0,"Baoyi Zhu, Xiaojuan Li, Yuying Zhang, Chunwei Ye, Yu Wang, Songwang Cai, Huaiqiu Huang, Yi Cai, Shuyuan Yeh, Zhenhua Huang, Ruihan Chen, Yiran Tao, and Xingqiao Wen",Cross-talk of alpha tocopherol-associated protein and JNK controls the oxidative stress-induced apoptosis in prostate cancer cells,"Int. J. Cancer: 132, 2270Ä2282 (2013)",10.1002/ijc.27927,2013.0,,,,1.0,,Multiple cases of overlapping microscopy images,1,7/1/2015,1.0,,,1.0,None,0.0,,,7.25,29.0,4.0,https://doi.org/10.1371/journal.pcbi.1007963,A simple model for learning in volatile environments,"Piray, Payam; Daw, Nathaniel D.; Soltani, Alireza",PLOS Computational Biology,National Science Foundation,NATIONAL PERSONAL TRAINING INSTITUTE OF COLUMBUS,"10516 SAWMILL ROAD, SUITE C",OH,USA,DELAWARE,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=481544,www.nptiohio.edu,117,Uppsala University,Europe
117,117.0,"Jing Hu, Holly Deng, and Eileen A. Friedman","Ovarian cancer cells, not normal cells, are damaged by Mirk/Dyrk1B kinase inhibition","Int. J. Cancer: 132, 2258Ä2269 (2013)",10.1002/ijc.27917,2013.0,,,,1.0,,"Duplicated FACS panels, but different gating numbers",1,7/1/2015,,1.0,,1.0,"a Ovarian Cancer Research Center ; Department of Obstetrics and Gynecology ; Perelman School of Medicine; University of Pennsylvania ; Philadelphia , PA USA.",5.0,,,150.0,300.0,2.0,https://doi.org/10.1371/journal.pone.0240820,Identifying emerging mental illness utilizing search engine activity: A feasibility study,"Birnbaum, Michael L.; Wen, Hongyi; Van Meter, Anna; Ernala, Sindhu K.; Rizvi, Asra F.; Arenare, Elizabeth; Estrin, Deborah; De Choudhury, Munmun; Kane, John M.",PLOS ONE,National Science Foundation,MIAMI REGIONAL UNIVERSITY,700 S ROYAL POINCIANA BLVD,FL,USA,MIAMI-DADE,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=451103,https://www.mru.edu,118,Universidade de São Paulo,Latin America
118,118.0,"R. van Gelderen, J. Carson, N. Gudkovs, and B. Nowak",Physical characterisation of Tenacibaculum maritimum for vaccine development,"Journal of Applied Microbiology 2010, 109:1668Ä1676",10.1111/j.1365-2672.2010.04795.x,2010.0,,,1.0,,,Multiple cases of duplicated blot strips,1,,,,1.0,1.0,"National Centre for Marine Conservation & Resource Sustainability, University of Tasmania, Tasmania, Australia. rvangeld@utas.edu.au",9.0,,,2.230769231,29.0,13.0,https://doi.org/10.1371/journal.pone.0240819,Impact of truck contamination and information sharing on foot-and-mouth disease spreading in beef cattle production systems,"Yang, Qihui; Gruenbacher, Don M.; Heier Stamm, Jessica L.; Amrine, David E.; Brase, Gary L.; DeLoach, Scott A.; Scoglio, Caterina M.; Lau, Eric HY",PLOS ONE,National Science Foundation,SOUTHERN CAREERS INSTITUTE-HARLINGEN,1122 MORGAN BOULEVARD,TX,USA,CAMERON,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=459985,www.scitexas.edu,119,Queen Mary University of London,Europe
119,119.0,"Robert P. Ryan, Jean Lucey, Karen OÅDonovan, Yvonne McCarthy, Liang Yang, Tim Tolker-Nielsen, and J. Maxwell Dow",HD-GYP domain proteins regulate biofilm formation and virulence in Pseudomonas aeruginosa,"Environmental Microbiology (2009) 11(5), 1126Ä1136",10.1111/j.1462-2920.2008.01842.x,2009.0,,,,1.0,,"Duplicated pic of agar plate, but different exposure.",1,2/23/2016,,1.0,,1.0,"Department of Microbiology, BIOMERIT Research Centre, BioSciences Institute, National University of Ireland, Cork, Ireland.",15.0,,,7.7,77.0,10.0,https://doi.org/10.1371/journal.pcbi.1009011,Cluster size distribution of cells disseminating from a primary tumor,"Mukherjee, Mrinmoy; Levine, Herbert",PLOS Computational Biology,National Science Foundation,MECHON L'HOYROA,168 MAPLE AVENUE,NY,USA,ROCKLAND,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490328,https://www.mechonlhoyroa.com,120,University of Groningen,Europe
120,120.0,"Laurent Guillon, Maher El Mecherki, Stephan Altenburger, Peter L. Graumann, and Isabelle J. Schalk",High cellular organization of pyoverdine biosynthesis in Pseudomonas aeruginosa: clustering of PvdA at the old cell poleemi_274,"Environmental Microbiology (2012) 14(8), 1982Ä1994",10.1111/j.1462-2920.2012.02741.x,2012.0,,,1.0,,,Duplicated set of images - most likely an error,1,2/23/2016,,1.0,,1.0,"UMR 7242, Université de Strasbourg-CNRS, ESBS, Blvd Sébastien Brant, F-67413 Illkirch, Strasbourg, France.",11.0,PhD,,2.4,24.0,10.0,https://doi.org/10.1371/journal.pone.0235289,Priority determines Tribolium competitive outcome in a food-limited environment,"Holditch, Zane; Smith, Aaron D.",PLOS ONE,National Science Foundation,PIBERRY INSTITUTE,30356 OLD DIXIE HWY,FL,USA,MIAMI-DADE,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=488147,https://www.piberry.edu/,121,Humboldt-Universität zu Berlin,Europe
121,121.0,"Lei-Chin Chen, Jung-Chi Chen, Jwu-Ching Shu, Chien-Yen Chen, Ssu-Ching Chen, Shu-Hwa Chen, Chun-Yen Lin, Chi-Yu Lu, and Chien-Cheng Chen",Interplay of RsbM and RsbK controls the sB activity of Bacillus cereuse,"Environmental Microbiology (2012) 14(10), 2788Ä2799",10.1111/j.1462-2920.2012.02788.x,2012.0,,,1.0,,,Multiple cases of duplicated blot panels,1,2/23/2016,,1.0,,1.0,"Department of Nutrition, I-Shou University, Jiaosu Village, Yanchao District, Kaohsiung 82445, Taiwan.",19.0,,,2.4,24.0,10.0,https://doi.org/10.1371/journal.pgen.1009892,The effects of introgression across thousands of quantitative traits revealed by gene expression in wild tomatoes,"Hibbins, Mark S.; Hahn, Matthew W.",PLOS Genetics,National Science Foundation,TRI-COMMUNITY ADULT EDUCATION,231 STEPHANIE DRIVE,CA,USA,LOS ANGELES,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=484233,www.tri-communityadulted.org,122,Leiden University,Europe
122,122.0,"Isao Hara, Noriyuki Sato, Hideaki Miyake, Mototsugu Muramaki, Satoko Hikosaka, and Sadao Kamidono",Introduction of 65 kDa Antigen of Mycobacterium tuberculosis to Cancer Cells Enhances Anti-Tumor Effect of BCG Therapy,"Microbiol. Immunol., 48(4), 289Ä295, 2004",10.1111/j.1348-0421.2004.tb03525.x,2004.0,,,1.0,,,"Duplicated blot strips, two cases",1,,,,1.0,1.0,"Divisiont of Urology, Kobe University Graduate School of Medicine, Japan. hara@med.kobe-u.ac.jp",13.0,,,16.66666667,300.0,18.0,https://doi.org/10.1371/journal.pone.0233250,The effect of odor enrichment on olfactory acuity: Olfactometric testing in mice using two mirror-molecular pairs,"Blount, Alyson; Coppola, David M.; Schaefer, Andreas T.",PLOS ONE,National Science Foundation,YESHIVA OHR NAFTOLI,701 BLOOMING GROVE TURNPIKE,NY,USA,ORANGE,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490504,https://www.yeshivaohrnaftoli.com,122,Nanjing University,Asia
123,123.0,"Noritoshi Kitamoto, Takayuki Kobayashi, Yoji Kato, Nobutaka Wakamiya, Kazuyoshi Ikuta, Tomoyuki Tanaka, Shigeharu Ueda, Hiroyuki Miyamoto, and Shiro Kato",Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for Direct Immunofluorescence Test,"Microbiol. Immunol., 49(3), 219Ä225, 2005",10.1111/j.1348-0421.2005.tb03723.x,2005.0,,,,,1,"Possible patches in microscopy, possible duplicated lanes",1,,,1.0,,1.0,"School of Human Science and Environment, University of Hyogo, Himeji, Japan. kitamoto@shse.u-hyogo.ac.jp",19.0,,,3.888888889,35.0,9.0,https://doi.org/10.1371/journal.pone.0235989,"Biogeography of the freshwater gastropod, Planorbella trivolvis, in the western United States","Martin, Kelly R.; Johnson, Pieter T.; Bowerman, Jay; Li, Jingchun",PLOS ONE,National Science Foundation,BAIS MEDRASH MAYAN HATORAH,101 MILTON STREET,NJ,USA,OCEAN,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=490513,https://baismedrashmayanhatorah.com,124,Utrecht University,Europe
124,124.0,"Kotla Siva Reddy, Dowlathabad. Muralidhar Rao, Hosur Joyappa Dechamma, Veluvarthy V.S. Suryanarayana, and Golla Ramalinga Reddy",Expression of bovine (Bos indicus) interleukin-18 in Escherichia coli and its biological activity,Microbiol Immunol 2010; 54: 564Ä567,10.1111/j.1348-0421.2010.00241.x,2010.0,,,,,1,Marker bands all identical?,1,,,,1.0,1.0,"Indian Veterinary Research Institute, Bangalore-560024, Karnataka, India.",11.0,Ph.D,,0.444444444,4.0,9.0,https://doi.org/10.1371/journal.pone.0236860,Estimation of COVID-19 spread curves integrating global data and borrowing information,"Lee, Se Yoon; Lei, Bowen; Mallick, Bani; Samy, Abdallah M.",PLOS ONE,National Science Foundation,UNIVERSITY OF CONNECTICUT-HARTFORD CAMPUS,10 PROSPECT STREET,CT,USA,HARTFORD,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=463056,hartford.uconn.edu/,125,Wageningen University,Europe
125,125.0,"H. Liu, D. Gu, L. Sheng, Q. Wang, and Y. Zhang","Investigation of the roles of T6SS genes in motility, biofilm formation and extracellular protease Asp production in Vibrio alginolyticus with modified Gateway-compatible plasmids","Letters in Applied Microbiology 55, 73Ä81, 2012",10.1111/j.1472-765X.2012.03263.x,2012.0,,,,,1,duplicated blot panel,1,,,,1.0,1.0,"State Key Laboratory of Bioreactor Engineering, East China University of Science and Technology, Shanghai, China.",11.0,PhD,,-1.0,-1.0,-1.0,https://doi.org/10.1371/journal.pone.0250840,Central Oregon obsidian from a submerged early Holocene archaeological site beneath Lake Huron,"O’Shea, John M.; Lemke, Ashley K.; Nash, Brendan S.; Sonnenburg, Elisabeth P.; Ferguson, Jeffery R.; Nyers, Alex J.; Riebe, Danielle J.",PLOS ONE,National Science Foundation,YESHIVA KOLLEL TIFERETH ELIZER,1227 47TH STREET,NY,USA,KINGS,https://nces.ed.gov/GLOBALLOCATOR/col_info_popup.asp?ID=491057,https://www.yeshivakolleltiferethelizer.com,126,Kyushu University,Asia
